Year,Nacionalidad,Grado urbanización,Municipio,GeoCode,Value
2020,Magreb,Zona rural,Almáchar,A29009,0.33
2020,Magreb,Zona rural,Almargen,A29010,0.41
2020,Magreb,Zona rural,Almogía,A29011,0.71
2020,Magreb,Zona de densidad intermedia,Álora,A29012,1.75
2020,Magreb,Zona rural,Alozaina,A29013,1.65
2020,Magreb,Zona rural,Alpandeire,A29014,0.38
2020,Magreb,Zona de densidad intermedia,Antequera,A29015,0.72
2020,Magreb,Zona rural,Árchez,A29016,0.26
2020,Magreb,Zona de densidad intermedia,Archidona,A29017,3.06
2020,Magreb,Zona rural,Ardales,A29018,0.52
2020,Magreb,Zona rural,Arenas,A29019,1.7
2020,Magreb,Zona rural,Arriate,A29020,0.34
2020,Magreb,Zona rural,Atajate,A29021,1.18
2020,Magreb,Zona rural,Benadalid,A29022,0.86
2020,Magreb,Zona rural,Benahavís,A29023,1.52
2020,Magreb,Zona rural,Benalauría,A29024,0.23
2020,Magreb,Ciudades,Benalmádena,A29025,2.35
2020,Magreb,Zona rural,Benamargosa,A29026,0.85
2020,Magreb,Zona rural,Benamocarra,A29027,0.82
2020,Magreb,Zona rural,Benaoján,A29028,0.28
2020,Magreb,Zona rural,Benarrabá,A29029,0.0
2020,Magreb,Zona rural,"Borge, El",A29030,0.22
2020,Magreb,Zona rural,"Burgo, El",A29031,0.28
2020,Magreb,Zona de densidad intermedia,Campillos,A29032,1.44
2020,Magreb,Zona rural,Canillas de Aceituno,A29033,0.95
2020,Magreb,Zona rural,Canillas de Albaida,A29034,2.24
2020,Magreb,Zona rural,Cañete la Real,A29035,0.49
2020,Magreb,Zona rural,Carratraca,A29036,1.62
2020,Magreb,Zona rural,Cartajima,A29037,0.0
2020,Magreb,Zona de densidad intermedia,Cártama,A29038,0.59
2020,Magreb,Zona rural,Casabermeja,A29039,2.07
2020,Magreb,Zona rural,Casarabonela,A29040,1.19
2020,Magreb,Zona rural,Casares,A29041,2.02
2020,Magreb,Zona de densidad intermedia,Coín,A29042,4.04
2020,Magreb,Zona rural,Colmenar,A29043,3.23
2020,Magreb,Zona rural,Comares,A29044,1.65
2020,Magreb,Zona rural,Cómpeta,A29045,2.97
2020,Magreb,Zona rural,Cortes de la Frontera,A29046,1.21
2020,Magreb,Zona rural,Cuevas Bajas,A29047,1.61
2020,Magreb,Zona rural,Cuevas del Becerro,A29048,0.5
2020,Magreb,Zona rural,Cuevas de San Marcos,A29049,1.58
2020,Magreb,Zona rural,Cútar,A29050,0.16
2020,Magreb,Zona de densidad intermedia,Estepona,A29051,2.63
2020,Magreb,Zona rural,Faraján,A29052,0.0
2020,Magreb,Zona rural,Frigiliana,A29053,1.93
2020,Magreb,Ciudades,Fuengirola,A29054,3.59
2020,Magreb,Zona rural,Fuente de Piedra,A29055,1.8
2020,Magreb,Zona rural,Gaucín,A29056,2.33
2020,Magreb,Zona rural,Genalguacil,A29057,0.25
2020,Magreb,Zona rural,Guaro,A29058,6.32
2020,Magreb,Zona rural,Humilladero,A29059,0.21
2020,Magreb,Zona rural,Igualeja,A29060,0.0
2020,Magreb,Zona rural,Istán,A29061,0.6
2020,Magreb,Zona rural,Iznate,A29062,0.55
2020,Magreb,Zona rural,Jimera de Líbar,A29063,1.58
2020,Magreb,Zona rural,Jubrique,A29064,0.57
2020,Magreb,Zona rural,Júzcar,A29065,0.0
2020,Magreb,Zona rural,Macharaviaya,A29066,0.97
2020,Magreb,Ciudades,Málaga,A29067,1.75
2020,Magreb,Zona de densidad intermedia,Manilva,A29068,5.0
2020,Magreb,Zona de densidad intermedia,Marbella,A29069,3.39
2020,Magreb,Ciudades,Mijas,A29070,3.02
2020,Magreb,Zona rural,Moclinejo,A29071,0.4
2020,Magreb,Zona rural,Mollina,A29072,1.31
2020,Magreb,Zona rural,Monda,A29073,6.3
2020,Magreb,Zona rural,Montejaque,A29074,0.0
2020,Magreb,Zona de densidad intermedia,Nerja,A29075,1.56
2020,Magreb,Zona rural,Ojén,A29076,3.28
2020,Magreb,Zona rural,Parauta,A29077,0.0
2020,Magreb,Zona rural,Periana,A29079,2.49
2020,Magreb,Zona de densidad intermedia,Pizarra,A29080,0.82
2020,Magreb,Zona rural,Pujerra,A29081,1.62
2020,Magreb,Zona de densidad intermedia,Rincón de la Victoria,A29082,0.5
2020,Magreb,Zona rural,Riogordo,A29083,2.61
2020,Magreb,Zona de densidad intermedia,Ronda,A29084,0.63
2020,Magreb,Zona rural,Salares,A29085,0.0
2020,Magreb,Zona rural,Sayalonga,A29086,3.0
2020,Magreb,Zona rural,Sedella,A29087,0.87
2020,Magreb,Zona rural,Sierra de Yeguas,A29088,0.33
2020,Magreb,Zona rural,Teba,A29089,0.37
2020,Magreb,Zona rural,Tolox,A29090,1.87
2020,Magreb,Zona de densidad intermedia,Torrox,A29091,4.09
2020,Magreb,Zona rural,Totalán,A29092,2.04
2020,Magreb,Zona rural,Valle de Abdalajís,A29093,0.28
2020,Magreb,Zona de densidad intermedia,Vélez-Málaga,A29094,1.84
2020,Magreb,Zona rural,Villanueva de Algaidas,A29095,1.37
2020,Magreb,Zona rural,Villanueva del Rosario,A29096,0.27
2020,Magreb,Zona rural,Villanueva del Trabuco,A29097,0.57
2020,Magreb,Zona rural,Villanueva de Tapia,A29098,0.41
2020,Magreb,Zona rural,Viñuela,A29099,3.55
2020,Magreb,Zona rural,Yunquera,A29100,1.01
2020,Magreb,Ciudades,Torremolinos,A29901,2.75
2020,Magreb,Zona rural,Villanueva de la Concepción,A29902,0.55
2020,Magreb,Zona rural,Montecorto,A29903,0.0
2020,Magreb,Zona rural,Serrato,A29904,0.62
2020,Magreb,Zona rural,Aguadulce,A41001,0.59
2020,Magreb,Zona rural,Alanís,A41002,0.41
2020,Magreb,Zona de densidad intermedia,Albaida del Aljarafe,A41003,0.41
2020,Magreb,Ciudades,Alcalá de Guadaíra,A41004,0.37
2020,Magreb,Zona de densidad intermedia,Alcalá del Río,A41005,0.21
2020,Magreb,Zona rural,Alcolea del Río,A41006,0.18
2020,Magreb,Zona de densidad intermedia,"Algaba, La",A41007,0.42
2020,Magreb,Zona rural,Algámitas,A41008,0.32
2020,Magreb,Zona rural,Almadén de la Plata,A41009,0.08
2020,Magreb,Zona de densidad intermedia,Almensilla,A41010,0.31
2020,Magreb,Zona de densidad intermedia,Arahal,A41011,0.29
2020,Magreb,Zona rural,Aznalcázar,A41012,2.48
2020,Magreb,Zona de densidad intermedia,Aznalcóllar,A41013,0.87
2020,Magreb,Zona rural,Badolatosa,A41014,0.23
2020,Magreb,Zona de densidad intermedia,Benacazón,A41015,0.44
2020,Magreb,Zona de densidad intermedia,Bollullos de la Mitación,A41016,0.38
2020,Magreb,Ciudades,Bormujos,A41017,0.46
2020,Magreb,Zona de densidad intermedia,Brenes,A41018,1.27
2020,Magreb,Zona de densidad intermedia,Burguillos,A41019,1.08
2020,Magreb,Zona de densidad intermedia,"Cabezas de San Juan, Las",A41020,0.53
2020,Magreb,Ciudades,Camas,A41021,0.89
2020,Magreb,Zona de densidad intermedia,"Campana, La",A41022,0.57
2020,Magreb,Zona de densidad intermedia,Cantillana,A41023,0.38
2020,Magreb,Zona de densidad intermedia,Carmona,A41024,0.54
2020,Magreb,Zona rural,Carrión de los Céspedes,A41025,1.3
2020,Magreb,Zona de densidad intermedia,Casariche,A41026,1.07
2020,Magreb,Zona rural,Castilblanco de los Arroyos,A41027,0.65
2020,Magreb,Zona de densidad intermedia,Castilleja de Guzmán,A41028,0.07
2020,Magreb,Ciudades,Castilleja de la Cuesta,A41029,0.87
2020,Magreb,Zona rural,Castilleja del Campo,A41030,1.25
2020,Magreb,Zona rural,"Castillo de las Guardas, El",A41031,1.84
2020,Magreb,Zona rural,Cazalla de la Sierra,A41032,0.26
2020,Magreb,Zona de densidad intermedia,Constantina,A41033,0.27
2020,Magreb,Zona de densidad intermedia,Coria del Río,A41034,0.82
2020,Magreb,Zona rural,Coripe,A41035,0.0
2020,Magreb,Zona rural,"Coronil, El",A41036,0.98
2020,Magreb,Zona de densidad intermedia,"Corrales, Los",A41037,0.66
2020,Magreb,Ciudades,Dos Hermanas,A41038,0.36
2020,Magreb,Zona de densidad intermedia,Écija,A41039,0.1
2020,Magreb,Zona de densidad intermedia,Espartinas,A41040,0.3
2020,Magreb,Zona de densidad intermedia,Estepa,A41041,1.31
2020,Magreb,Zona de densidad intermedia,Fuentes de Andalucía,A41042,0.8
2020,Magreb,Zona rural,"Garrobo, El",A41043,0.0
2020,Magreb,Ciudades,Gelves,A41044,0.31
2020,Magreb,Zona de densidad intermedia,Gerena,A41045,0.1
2020,Magreb,Zona rural,Gilena,A41046,1.15
2020,Magreb,Ciudades,Gines,A41047,0.32
2020,Magreb,Zona rural,Guadalcanal,A41048,0.38
2020,Magreb,Zona de densidad intermedia,Guillena,A41049,0.7
2020,Magreb,Zona de densidad intermedia,Herrera,A41050,0.45
2020,Magreb,Zona rural,Huévar del Aljarafe,A41051,0.36
2020,Magreb,Zona rural,Lantejuela,A41052,0.16
2020,Magreb,Zona de densidad intermedia,Lebrija,A41053,0.66
2020,Magreb,Zona rural,Lora de Estepa,A41054,0.46
2020,Magreb,Zona de densidad intermedia,Lora del Río,A41055,0.18
2020,Magreb,Zona rural,"Luisiana, La",A41056,0.28
2020,Magreb,Zona rural,"Madroño, El",A41057,0.0
2020,Magreb,Zona de densidad intermedia,Mairena del Alcor,A41058,0.86
2020,Magreb,Ciudades,Mairena del Aljarafe,A41059,0.32
2020,Magreb,Zona de densidad intermedia,Marchena,A41060,0.75
2020,Magreb,Zona rural,Marinaleda,A41061,0.31
2020,Magreb,Zona de densidad intermedia,Martín de la Jara,A41062,0.71
2020,Magreb,Zona rural,"Molares, Los",A41063,0.37
2020,Magreb,Zona de densidad intermedia,Montellano,A41064,0.34
2020,Magreb,Zona de densidad intermedia,Morón de la Frontera,A41065,0.3
2020,Magreb,Zona rural,"Navas de la Concepción, Las",A41066,0.26
2020,Magreb,Zona de densidad intermedia,Olivares,A41067,0.41
2020,Magreb,Zona de densidad intermedia,Osuna,A41068,0.21
2020,Magreb,Zona de densidad intermedia,"Palacios y Villafranca, Los",A41069,0.34
2020,Magreb,Ciudades,Palomares del Río,A41070,0.34
2020,Magreb,Zona de densidad intermedia,Paradas,A41071,0.47
2020,Magreb,Zona de densidad intermedia,Pedrera,A41072,0.29
2020,Magreb,Zona rural,"Pedroso, El",A41073,0.1
2020,Magreb,Zona rural,Peñaflor,A41074,0.27
2020,Magreb,Zona de densidad intermedia,Pilas,A41075,1.01
2020,Magreb,Zona rural,Pruna,A41076,0.19
2020,Magreb,Zona de densidad intermedia,"Puebla de Cazalla, La",A41077,0.87
2020,Magreb,Zona rural,"Puebla de los Infantes, La",A41078,0.4
2020,Magreb,Zona de densidad intermedia,"Puebla del Río, La",A41079,0.55
2020,Magreb,Zona rural,"Real de la Jara, El",A41080,0.74
2020,Magreb,Zona de densidad intermedia,"Rinconada, La",A41081,0.48
2020,Magreb,Zona rural,"Roda de Andalucía, La",A41082,0.62
2020,Magreb,Zona rural,"Ronquillo, El",A41083,0.22
2020,Magreb,Zona rural,"Rubio, El",A41084,0.09
2020,Magreb,Zona de densidad intermedia,Salteras,A41085,0.49
2020,Magreb,Ciudades,San Juan de Aznalfarache,A41086,1.38
2020,Magreb,Zona de densidad intermedia,Sanlúcar la Mayor,A41087,0.59
2020,Magreb,Zona rural,San Nicolás del Puerto,A41088,0.0
2020,Magreb,Zona de densidad intermedia,Santiponce,A41089,0.43
2020,Magreb,Zona rural,"Saucejo, El",A41090,0.17
2020,Magreb,Ciudades,Sevilla,A41091,0.77
2020,Magreb,Zona de densidad intermedia,Tocina,A41092,0.32
2020,Magreb,Ciudades,Tomares,A41093,0.2
2020,Magreb,Zona de densidad intermedia,Umbrete,A41094,0.28
2020,Magreb,Zona de densidad intermedia,Utrera,A41095,0.34
2020,Magreb,Zona de densidad intermedia,Valencina de la Concepción,A41096,0.24
2020,Magreb,Zona rural,Villamanrique de la Condesa,A41097,0.51
2020,Magreb,Zona de densidad intermedia,Villanueva del Ariscal,A41098,0.2
2020,Magreb,Zona rural,Villanueva del Río y Minas,A41099,0.23
2020,Magreb,Zona rural,Villanueva de San Juan,A41100,0.09
2020,Magreb,Zona de densidad intermedia,Villaverde del Río,A41101,0.69
2020,Magreb,Zona de densidad intermedia,"Viso del Alcor, El",A41102,1.42
2020,Magreb,Zona rural,Cañada Rosal,A41901,0.0
2020,Magreb,Zona de densidad intermedia,Isla Mayor,A41902,0.48
2020,Magreb,Zona de densidad intermedia,"Cuervo de Sevilla, El",A41903,1.64
2020,Magreb,Zona rural,"Palmar de Troya, El",A41904,0.04
2020,América del Sur,Zona rural,Abla,A04001,0.64
2020,América del Sur,Zona rural,Abrucena,A04002,0.68
2020,América del Sur,Zona de densidad intermedia,Adra,A04003,0.43
2020,América del Sur,Zona rural,Albanchez,A04004,0.15
2020,América del Sur,Zona rural,Alboloduy,A04005,0.33
2020,América del Sur,Zona de densidad intermedia,Albox,A04006,3.7
2020,América del Sur,Zona rural,Alcolea,A04007,0.59
2020,América del Sur,Zona rural,Alcóntar,A04008,2.14
2020,América del Sur,Zona rural,Alcudia de Monteagud,A04009,0.0
2020,América del Sur,Zona rural,Alhabia,A04010,0.15
2020,América del Sur,Zona rural,Alhama de Almería,A04011,1.16
2020,América del Sur,Zona rural,Alicún,A04012,0.0
2020,América del Sur,Ciudades,Almería,A04013,1.43
2020,América del Sur,Zona rural,Almócita,A04014,0.57
2020,América del Sur,Zona rural,Alsodux,A04015,0.0
2020,América del Sur,Zona rural,Antas,A04016,5.25
2020,América del Sur,Zona rural,Arboleas,A04017,0.67
2020,América del Sur,Zona rural,Armuña de Almanzora,A04018,0.33
2020,América del Sur,Zona rural,Bacares,A04019,1.2
2020,América del Sur,Zona rural,Bayárcal,A04020,0.32
2020,América del Sur,Zona rural,Bayarque,A04021,1.85
2020,América del Sur,Zona rural,Bédar,A04022,0.51
2020,América del Sur,Zona rural,Beires,A04023,0.0
2020,América del Sur,Zona de densidad intermedia,Benahadux,A04024,0.51
2020,América del Sur,Zona rural,Benitagla,A04026,0.0
2020,América del Sur,Zona rural,Benizalón,A04027,1.15
2020,América del Sur,Zona rural,Bentarique,A04028,0.0
2020,América del Sur,Zona de densidad intermedia,Berja,A04029,0.24
2020,América del Sur,Zona rural,Canjáyar,A04030,0.25
2020,América del Sur,Zona rural,Cantoria,A04031,1.69
2020,América del Sur,Zona de densidad intermedia,Carboneras,A04032,1.02
2020,América del Sur,Zona rural,Castro de Filabres,A04033,0.0
2020,América del Sur,Zona rural,Cóbdar,A04034,1.12
2020,América del Sur,Zona de densidad intermedia,Cuevas del Almanzora,A04035,2.75
2020,América del Sur,Zona rural,Chercos,A04036,2.35
2020,América del Sur,Zona rural,Chirivel,A04037,0.34
2020,América del Sur,Zona rural,Dalías,A04038,0.76
2020,América del Sur,Zona rural,Enix,A04041,1.95
2020,América del Sur,Zona rural,Felix,A04043,0.47
2020,América del Sur,Zona rural,Fines,A04044,0.86
2020,América del Sur,Zona rural,Fiñana,A04045,0.1
2020,América del Sur,Zona rural,Fondón,A04046,0.8
2020,América del Sur,Zona rural,Gádor,A04047,0.76
2020,América del Sur,Zona rural,"Gallardos, Los",A04048,3.38
2020,América del Sur,Zona de densidad intermedia,Garrucha,A04049,3.42
2020,América del Sur,Zona rural,Gérgal,A04050,0.83
2020,América del Sur,Zona rural,Huécija,A04051,0.0
2020,América del Sur,Ciudades,Huércal de Almería,A04052,0.88
2020,América del Sur,Zona de densidad intermedia,Huércal-Overa,A04053,2.7
2020,América del Sur,Zona rural,Íllar,A04054,0.25
2020,América del Sur,Zona rural,Instinción,A04055,0.0
2020,América del Sur,Zona rural,Laroya,A04056,0.0
2020,América del Sur,Zona rural,Láujar de Andarax,A04057,0.52
2020,América del Sur,Zona rural,Líjar,A04058,0.25
2020,América del Sur,Zona rural,Lubrín,A04059,1.38
2020,América del Sur,Zona rural,Lucainena de las Torres,A04060,1.77
2020,América del Sur,Zona rural,Lúcar,A04061,0.0
2020,América del Sur,Zona de densidad intermedia,Macael,A04062,1.15
2020,América del Sur,Zona rural,María,A04063,0.81
2020,América del Sur,Zona rural,Mojácar,A04064,2.97
2020,América del Sur,Zona rural,Nacimiento,A04065,2.82
2020,América del Sur,Zona de densidad intermedia,Níjar,A04066,0.71
2020,América del Sur,Zona rural,Ohanes,A04067,0.0
2020,América del Sur,Zona rural,Olula de Castro,A04068,0.0
2020,América del Sur,Zona de densidad intermedia,Olula del Río,A04069,1.25
2020,América del Sur,Zona rural,Oria,A04070,0.31
2020,América del Sur,Zona rural,Padules,A04071,0.0
2020,América del Sur,Zona rural,Partaloa,A04072,0.48
2020,América del Sur,Zona rural,Paterna del Río,A04073,1.1
2020,América del Sur,Zona de densidad intermedia,Pechina,A04074,0.49
2020,América del Sur,Zona de densidad intermedia,Pulpí,A04075,16.21
2020,América del Sur,Zona rural,Purchena,A04076,1.08
2020,América del Sur,Zona rural,Rágol,A04077,0.33
2020,América del Sur,Zona rural,Rioja,A04078,0.34
2020,América del Sur,Zona de densidad intermedia,Roquetas de Mar,A04079,1.79
2020,América del Sur,Zona rural,Santa Cruz de Marchena,A04080,0.5
2020,América del Sur,Zona rural,Santa Fe de Mondújar,A04081,0.65
2020,América del Sur,Zona rural,Senés,A04082,0.35
2020,América del Sur,Zona rural,Serón,A04083,0.59
2020,América del Sur,Zona rural,Sierro,A04084,0.26
2020,América del Sur,Zona rural,Somontín,A04085,0.0
2020,América del Sur,Zona rural,Sorbas,A04086,1.23
2020,América del Sur,Zona rural,Suflí,A04087,0.0
2020,América del Sur,Zona rural,Tabernas,A04088,1.13
2020,América del Sur,Zona rural,Taberno,A04089,1.75
2020,América del Sur,Zona rural,Tahal,A04090,1.49
2020,América del Sur,Zona rural,Terque,A04091,0.27
2020,América del Sur,Zona rural,Tíjola,A04092,1.1
2020,América del Sur,Zona rural,Turre,A04093,2.43
2020,América del Sur,Zona rural,Turrillas,A04094,1.61
2020,América del Sur,Zona rural,Uleila del Campo,A04095,0.49
2020,América del Sur,Zona rural,Urrácal,A04096,0.57
2020,América del Sur,Zona rural,Velefique,A04097,0.0
2020,América del Sur,Zona rural,Vélez-Blanco,A04098,1.01
2020,América del Sur,Zona de densidad intermedia,Vélez-Rubio,A04099,2.23
2020,América del Sur,Zona de densidad intermedia,Vera,A04100,5.64
2020,América del Sur,Ciudades,Viator,A04101,1.32
2020,América del Sur,Ciudades,Vícar,A04102,1.59
2020,América del Sur,Zona rural,Zurgena,A04103,1.59
2020,América del Sur,Zona rural,"Tres Villas, Las",A04901,0.35
2020,América del Sur,Zona de densidad intermedia,"Ejido, El",A04902,0.98
2020,América del Sur,Zona de densidad intermedia,"Mojonera, La",A04903,0.4
2020,América del Sur,Zona rural,Balanegra,A04904,0.45
2020,América del Sur,Zona rural,Alcalá de los Gazules,A11001,0.21
2020,América del Sur,Zona rural,Alcalá del Valle,A11002,0.28
2020,América del Sur,Zona rural,Algar,A11003,0.14
2020,América del Sur,Ciudades,Algeciras,A11004,1.21
2020,América del Sur,Zona rural,Algodonales,A11005,0.16
2020,América del Sur,Zona de densidad intermedia,Arcos de la Frontera,A11006,0.41
2020,América del Sur,Zona de densidad intermedia,Barbate,A11007,0.39
2020,América del Sur,Zona de densidad intermedia,"Barrios, Los",A11008,0.51
2020,América del Sur,Zona rural,Benaocaz,A11009,0.15
2020,América del Sur,Zona de densidad intermedia,Bornos,A11010,0.16
2020,América del Sur,Zona rural,"Bosque, El",A11011,0.56
2020,América del Sur,Ciudades,Cádiz,A11012,0.39
2020,América del Sur,Zona rural,Castellar de la Frontera,A11013,0.52
2020,América del Sur,Zona de densidad intermedia,Conil de la Frontera,A11014,0.72
2020,América del Sur,Ciudades,Chiclana de la Frontera,A11015,0.58
2020,América del Sur,Zona de densidad intermedia,Chipiona,A11016,0.3
2020,América del Sur,Zona rural,Espera,A11017,0.18
2020,América del Sur,Zona rural,"Gastor, El",A11018,0.12
2020,América del Sur,Zona rural,Grazalema,A11019,0.1
2020,América del Sur,Ciudades,Jerez de la Frontera,A11020,0.69
2020,América del Sur,Zona rural,Jimena de la Frontera,A11021,0.82
2020,América del Sur,Ciudades,"Línea de la Concepción, La",A11022,0.8
2020,América del Sur,Zona de densidad intermedia,Medina Sidonia,A11023,0.37
2020,América del Sur,Zona de densidad intermedia,Olvera,A11024,0.27
2020,América del Sur,Zona de densidad intermedia,Paterna de Rivera,A11025,0.11
2020,América del Sur,Zona de densidad intermedia,Prado del Rey,A11026,0.29
2020,América del Sur,Ciudades,"Puerto de Santa María, El",A11027,0.64
2020,América del Sur,Zona de densidad intermedia,Puerto Real,A11028,0.59
2020,América del Sur,Zona de densidad intermedia,Puerto Serrano,A11029,0.0
2020,América del Sur,Zona de densidad intermedia,Rota,A11030,0.7
2020,América del Sur,Ciudades,San Fernando,A11031,0.3
2020,América del Sur,Ciudades,Sanlúcar de Barrameda,A11032,0.22
2020,América del Sur,Zona de densidad intermedia,San Roque,A11033,1.47
2020,América del Sur,Zona rural,Setenil de las Bodegas,A11034,0.33
2020,América del Sur,Zona de densidad intermedia,Tarifa,A11035,0.83
2020,América del Sur,Zona rural,Torre Alháquime,A11036,0.25
2020,América del Sur,Zona de densidad intermedia,Trebujena,A11037,0.34
2020,América del Sur,Zona de densidad intermedia,Ubrique,A11038,1.0
2020,América del Sur,Zona de densidad intermedia,Vejer de la Frontera,A11039,0.26
2020,América del Sur,Zona rural,Villaluenga del Rosario,A11040,0.0
2020,América del Sur,Zona de densidad intermedia,Villamartín,A11041,0.24
2020,América del Sur,Zona rural,Zahara,A11042,0.29
2020,América del Sur,Zona de densidad intermedia,Benalup-Casas Viejas,A11901,0.26
2020,América del Sur,Zona rural,San José del Valle,A11902,0.07
2020,América del Sur,Zona rural,San Martín del Tesorillo,A11903,2.11
2020,América del Sur,Zona rural,Adamuz,A14001,0.19
2020,América del Sur,Zona de densidad intermedia,Aguilar de la Frontera,A14002,0.21
2020,América del Sur,Zona rural,Alcaracejos,A14003,0.27
2020,América del Sur,Zona rural,Almedinilla,A14004,0.25
2020,América del Sur,Zona de densidad intermedia,Almodóvar del Río,A14005,0.13
2020,América del Sur,Zona rural,Añora,A14006,0.07
2020,América del Sur,Zona de densidad intermedia,Baena,A14007,0.2
2020,América del Sur,Zona rural,Belalcázar,A14008,0.49
2020,América del Sur,Zona rural,Belmez,A14009,0.51
2020,América del Sur,Zona rural,Benamejí,A14010,0.18
2020,América del Sur,Zona rural,"Blázquez, Los",A14011,0.0
2020,América del Sur,Zona de densidad intermedia,Bujalance,A14012,0.14
2020,América del Sur,Zona de densidad intermedia,Cabra,A14013,0.31
2020,América del Sur,Zona rural,Cañete de las Torres,A14014,0.31
2020,América del Sur,Zona rural,Carcabuey,A14015,0.08
2020,América del Sur,Zona rural,Cardeña,A14016,0.07
2020,América del Sur,Zona de densidad intermedia,"Carlota, La",A14017,0.69
2020,América del Sur,Zona rural,"Carpio, El",A14018,0.18
2020,América del Sur,Zona de densidad intermedia,Castro del Río,A14019,0.12
2020,América del Sur,Zona rural,Conquista,A14020,0.55
2020,América del Sur,Ciudades,Córdoba,A14021,0.75
2020,América del Sur,Zona rural,Doña Mencía,A14022,0.11
2020,América del Sur,Zona rural,Dos Torres,A14023,0.42
2020,América del Sur,Zona rural,Encinas Reales,A14024,0.58
2020,América del Sur,Zona rural,Espejo,A14025,0.7
2020,América del Sur,Zona rural,Espiel,A14026,0.04
2020,América del Sur,Zona de densidad intermedia,Fernán-Núñez,A14027,0.45
2020,América del Sur,Zona rural,Fuente la Lancha,A14028,0.0
2020,América del Sur,Zona rural,Fuente Obejuna,A14029,0.29
2020,América del Sur,Zona de densidad intermedia,Fuente Palmera,A14030,0.32
2020,América del Sur,Zona rural,Fuente-Tójar,A14031,0.0
2020,América del Sur,Zona rural,"Granjuela, La",A14032,1.59
2020,América del Sur,Zona rural,Guadalcázar,A14033,0.58
2020,América del Sur,Zona rural,"Guijo, El",A14034,0.28
2020,América del Sur,Zona de densidad intermedia,Hinojosa del Duque,A14035,0.27
2020,América del Sur,Zona rural,Hornachuelos,A14036,0.33
2020,América del Sur,Zona rural,Iznájar,A14037,0.24
2020,América del Sur,Zona de densidad intermedia,Lucena,A14038,1.07
2020,América del Sur,Zona rural,Luque,A14039,0.1
2020,América del Sur,Zona de densidad intermedia,Montalbán de Córdoba,A14040,0.25
2020,América del Sur,Zona rural,Montemayor,A14041,0.29
2020,América del Sur,Zona de densidad intermedia,Montilla,A14042,0.33
2020,América del Sur,Zona de densidad intermedia,Montoro,A14043,0.12
2020,América del Sur,Zona rural,Monturque,A14044,0.05
2020,América del Sur,Zona rural,Moriles,A14045,0.11
2020,América del Sur,Zona de densidad intermedia,Nueva Carteya,A14046,0.19
2020,América del Sur,Zona rural,Obejo,A14047,0.25
2020,América del Sur,Zona rural,Palenciana,A14048,0.68
2020,América del Sur,Zona de densidad intermedia,Palma del Río,A14049,0.32
2020,América del Sur,Zona rural,Pedro Abad,A14050,0.14
2020,América del Sur,Zona rural,Pedroche,A14051,0.2
2020,América del Sur,Zona de densidad intermedia,Peñarroya-Pueblonuevo,A14052,0.16
2020,América del Sur,Zona de densidad intermedia,Posadas,A14053,0.37
2020,América del Sur,Zona de densidad intermedia,Pozoblanco,A14054,0.31
2020,América del Sur,Zona de densidad intermedia,Priego de Córdoba,A14055,0.32
2020,América del Sur,Zona de densidad intermedia,Puente Genil,A14056,0.71
2020,América del Sur,Zona de densidad intermedia,"Rambla, La",A14057,0.39
2020,América del Sur,Zona de densidad intermedia,Rute,A14058,0.39
2020,América del Sur,Zona rural,San Sebastián de los Ballesteros,A14059,0.0
2020,América del Sur,Zona rural,Santaella,A14060,0.17
2020,América del Sur,Zona rural,Santa Eufemia,A14061,0.0
2020,América del Sur,Zona rural,Torrecampo,A14062,0.1
2020,América del Sur,Zona rural,Valenzuela,A14063,0.27
2020,América del Sur,Zona rural,Valsequillo,A14064,0.29
2020,América del Sur,Zona rural,"Victoria, La",A14065,0.35
2020,América del Sur,Zona de densidad intermedia,Villa del Río,A14066,0.21
2020,América del Sur,Zona rural,Villafranca de Córdoba,A14067,0.21
2020,América del Sur,Zona rural,Villaharta,A14068,0.64
2020,América del Sur,Zona de densidad intermedia,Villanueva de Córdoba,A14069,0.09
2020,América del Sur,Zona rural,Villanueva del Duque,A14070,0.41
2020,América del Sur,Zona rural,Villanueva del Rey,A14071,0.39
2020,América del Sur,Zona rural,Villaralto,A14072,0.36
2020,América del Sur,Zona rural,Villaviciosa de Córdoba,A14073,0.44
2020,América del Sur,Zona rural,"Viso, El",A14074,0.28
2020,América del Sur,Zona rural,Zuheros,A14075,0.31
2020,América del Sur,Zona rural,Fuente Carreteros,A14901,0.17
2020,América del Sur,Zona rural,"Guijarrosa, La",A14902,0.44
2020,América del Sur,Zona rural,Agrón,A18001,0.0
2020,América del Sur,Zona rural,Alamedilla,A18002,0.0
2020,América del Sur,Zona de densidad intermedia,Albolote,A18003,0.81
2020,América del Sur,Zona rural,Albondón,A18004,0.84
2020,América del Sur,Zona rural,Albuñán,A18005,0.0
2020,América del Sur,Zona rural,Albuñol,A18006,0.24
2020,América del Sur,Zona rural,Albuñuelas,A18007,0.62
2020,América del Sur,Zona rural,Aldeire,A18010,1.27
2020,América del Sur,Zona de densidad intermedia,Alfacar,A18011,0.84
2020,América del Sur,Zona rural,Algarinejo,A18012,0.32
2020,América del Sur,Zona rural,Alhama de Granada,A18013,1.7
2020,América del Sur,Zona de densidad intermedia,Alhendín,A18014,1.3
2020,América del Sur,Zona rural,Alicún de Ortega,A18015,0.0
2020,América del Sur,Zona rural,Almegíjar,A18016,0.3
